title,price_raw,area_raw,address,description,phone,image,source_url,source_name,crawled_at,price_million,area_m2,ward,room_type,has_dieu_hoa,has_khep_kin,has_ban_cong,has_thang_may,has_full_do,has_gac,has_may_giat,has_nong_lanh,has_wifi,has_de_xe,number_of_amenities,unit_price
Cho thuê phòng trọ ở triều khúc thanh xuân hà nội,3500000,25.0,"111 Đường Triều Khúc, Phường Thanh Xuân, Hà Nội",CHÍNH CHỦ cho thuê phòng trọ #CCMN ở #triềukhúc #nguyễnxiển #thanhxuân Vị trí thuận tiện gần chợ gần các trường… - 592830,0845281702,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/11/18/z2935506593457-6520bcbedc4dd3bb491338e7083fe44f_1637208547.jpg,https://phongtro123.com/cho-thue-phong-tro-o-trieu-khuc-thanh-xuan-ha-noi-pr592830.html,phongtro123.com,2026-07-05T15:12:21.032906+00:00,3.5,25.0,Thanh Xuân,can_ho_mini,0,0,0,0,0,0,0,0,0,0,0,0.14
"cho thuê phòng trọ, CCMN FULL đồ ở 66 triều khúc thanh xuân hà nội",3000000,30.0,"66 Đường Triều Khúc, Phường Thanh Xuân, Hà Nội","CHÍNH CHỦ cho thuê phòng trọ CCMN ở 66 triều khúc, thanh xuân Vị trí thuận tiện gần chợ gần các trường ĐH CNGTVT,… - 593393",0845281702,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/11/27/z2864745062893-afb798563b79b1e5c5e2f2af65d88478_1637982845.jpg,https://phongtro123.com/cho-thue-phong-tro-ccmn-full-do-o-66-trieu-khuc-thanh-xuan-ha-noi-pr593393.html,phongtro123.com,2026-07-05T15:12:21.032906+00:00,3.0,30.0,Thanh Xuân,can_ho_mini,0,0,0,0,1,0,0,0,0,0,1,0.1
Cho thuê phòng trọ ngõ 230 Định Công hạ số nhà 113,1500000,18.0,"Ngõ 230 Định Công hạ số nhà 113, Phường Khương Đình, Hà Nội","Địa chỉ: Số nhà 113 ngõ 230 Định Công hạ Quận Thanh Xuân, Hà Nội 1tr5. Đến 2tr5 triệu/tháng 18m2. Trong phòng có… - 594180",0374118463,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/12/10/screenshot-20211210-181641_1639135464.jpg,https://phongtro123.com/cho-thue-phong-tro-ngo-230-dinh-cong-ha-so-nha-113-pr594180.html,phongtro123.com,2026-07-05T15:12:21.032906+00:00,1.5,18.0,Khương Đình,phong_tro,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333
"Cho thuê phòng trọ, CCMN FULL đồ ở 300 Nguyễn Xiển Thanh Xuân Hà Nội",3300000,25.0,"300 Đường Nguyễn Xiển, Phường Thanh Xuân, Hà Nội","CHÍNH CHỦ cho thuê phòng trọ CCMN ở 300 nguyễnxiển thanhxuân Vị trí thuận tiện gần chợ gần các trường ĐH CNGTVT,… - 593395",0845281702,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/11/27/2_1637982977.jpg,https://phongtro123.com/cho-thue-phong-tro-ccmn-full-do-o-300-nguyen-xien-thanh-xuan-ha-noi-pr593395.html,phongtro123.com,2026-07-05T15:12:21.032906+00:00,3.3,25.0,Thanh Xuân,can_ho_mini,0,0,0,0,1,0,0,0,0,0,1,0.132
"Phòng trọ Khương Trung không chung chủ, điện nước giá dân",1800000,18.0,"Đường Khương Trung, Phường Khương Đình, Hà Nội","PHÒNG TRỌ NGÕ 250 KHƯƠNG TRUNG, GẦN NGÃ TƯ SỞ, KHÔNG CHUNG CHỦ, ĐIỆN NƯỚC GIÁ DÂN Mình còn 1 phòng trọ tại ngõ 250… - 593751",0582743353,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/12/03/a1_1638503976.jpg,https://phongtro123.com/phong-tro-khuong-trung-khong-chung-chu-dien-nuoc-gia-dan-pr593751.html,phongtro123.com,2026-07-05T15:12:21.032906+00:00,1.8,18.0,Khương Đình,phong_tro,0,0,0,0,0,0,0,0,0,0,0,0.1
"Cho thuê nhà trọ tại số 2 ngõ 320 phố Định Công, Hà Nội gần ĐH Kinh Tế, ĐH Xây Dựng, ĐH Bách Khoa",3400000,54.0,"số 2 ngõ 320 Đường Định Công, Phường Phương Liệt, Hà Nội","Gia đình tôi có căn nhà cấp 4 số 2 ngõ 320 Định Công, cần cho gia đình hoặc sinh viên thuê. Diện tích nhà + sân,… - 278934",0829907192,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/11/30/nha-2_1638264934.jpg,https://phongtro123.com/tinh-thanh/ha-noi/cho-thue-nha-tro-tai-so-2-ngo-320-pho-dinh-cong-ha-noi-gan-dh-kinh-te-dh-xay-dung-dh-bach-khoa.html,phongtro123.com,2026-07-05T15:12:21.032906+00:00,3.4,54.0,Phương Liệt,phong_tro,0,0,0,0,0,0,0,0,0,0,0,0.0629629629629629
Cho thuê phòng trọ tại Nguyễn Quý Đức giá thuê 2tr7/tháng rộng 20m2,2700000,20.0,"số 8 Đường Nguyễn Quý Đức, Phường Thanh Xuân, Hà Nội","Cho thuê phòng trọ khép kín tầng 2 hoặc tầng 3 gần các trường ĐH KHXH-NV, Tự nhiên, Hà Nội, Công nghệ Giao thông… - 593430",0352516102,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/11/27/244688314-262645002292196-2733965634864651576-n_1638010018.jpg,https://phongtro123.com/cho-thue-phong-tro-nguyen-quy-duc-pr593430.html,phongtro123.com,2026-07-05T15:12:23.913091+00:00,2.7,20.0,Thanh Xuân,phong_tro,0,1,0,0,0,0,0,0,0,0,1,0.135
"Phòng full đồ 312 Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân",2600000,30.0,"312 Đường Kim Giang, Phường Khương Đình, Hà Nội","- Đồ đạc như hình gồm: kệ bếp nấu nướng, giường tủ, điều hoà, nóng lạnh…. - 1 phòng ngủ, wc khép kín, bếp… - 593315",0778282729,https://phongtro123.com/images/thumb_default.svg,https://phongtro123.com/phong-full-do-kim-giang-thanh-xuan-pr593315.html,phongtro123.com,2026-07-05T15:12:23.913091+00:00,2.6,30.0,Khương Đình,phong_tro,1,1,0,0,1,0,0,1,0,0,4,0.0866666666666666
Cho thuê 1 ngủ 1 khách FULL đồ ở 111 triều khúc thanh xuân hà nội,4800000,40.0,"111 Đường Triều Khúc, Phường Thanh Xuân, Hà Nội",CHÍNH CHỦ cho thuê phòng trọ CCMN 1 ngủ 1 khách ở 111 triều khúc thông 286 nguyễn xiển thanh xuân Vị trí thuận tiện… - 593306,0845281702,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/11/25/z2417934892647-a77a963fb85ba02a1cf5fb0e7419238a_1637828155.jpg,https://phongtro123.com/cho-thue-1-ngu-1-khach-full-do-o-111-trieu-khuc-thanh-xuan-ha-noi-pr593306.html,phongtro123.com,2026-07-05T15:12:23.913091+00:00,4.8,40.0,Thanh Xuân,can_ho_mini,0,0,0,0,1,0,0,0,0,0,1,0.12
"Phòng trọ full nội thất tại 111 Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân",3700000,35.0,"111 Đường Triều Khúc, Phường Thanh Xuân, Hà Nội","- Đồ đạc như hình gồm: Bếp nấu nướng, kệ bát sạch sẽ, giường tủ, điều hoà, nóng lạnh…. - 1 phòng ngủ, wc… - 593132",0778282729,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/11/22/1_1637594074.jpg,https://phongtro123.com/phong-full-do-trieu-khuc-thanh-xuan-pr593132.html,phongtro123.com,2026-07-05T15:12:23.913091+00:00,3.7,35.0,Thanh Xuân,phong_tro,1,0,0,0,1,0,0,1,0,0,3,0.1057142857142857
Cho thuê phòng giá rẻ 1.4tr ở chính kinh,1400000,10.0,"Số 25 ngõ 90 Phố Chính Kinh, Phường Thanh Xuân, Hà Nội","Cho thuê phòng 1tr4/tháng, 1tr5, 1tr7 gần ngã tư Sở Phòng 12m2. Địa chỉ: số ngõ 90 phố Chính Kinh, Thanh Xuân. Phòng… - 583618",0852954283,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/03/07/6f681eff-9290-47ca-8449-266413eab049_1615102760.jpg,https://phongtro123.com/cho-thue-phong-gia-re-1-4tr-o-chinh-kinh-pr583618.html,phongtro123.com,2026-07-05T15:12:23.913091+00:00,1.4,10.0,Thanh Xuân,phong_tro,0,0,0,0,0,0,0,0,0,0,0,0.1399999999999999
"E còn duy nhất 1 phòng có ban công ở 73 Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân",3500000,20.0,"73 Đường Kim Giang, Phường Khương Đình, Hà Nội","Tại ngõ 250 73 Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân Có phòng siêu xịn sò, có gác xép Nội thất đầy… - 592485",0941599657,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/11/12/received-321378002740865_1636718812.jpg,https://phongtro123.com/e-con-duy-nhat-1-phong-co-ban-cong-o-kim-giang-pr592485.html,phongtro123.com,2026-07-05T15:12:23.913091+00:00,3.5,20.0,Khương Đình,phong_tro,0,0,1,0,0,1,0,0,0,0,2,0.175
"Cho thuê phòng trọ đầy đủ nội thất giường, tủ, bàn ghế, nóng lạnh điều hòa, máy giặt, intenet. Giá 2.5tr/tháng",2500000,20.0,"Đường Kim Giang, Phường Khương Đình, Hà Nội","Mình mới setup xong căn nhà 4 tầng 6 phòng ngủ.Nhà đẹp lung linh đầy đủ nội thất nóng lạnh, điều hòa, máy giặt,… - 293721",0961643556,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2019/12/25/4f27cf8fbc0e45501c1f_1577269901.jpg,https://phongtro123.com/tinh-thanh/ha-noi/cho-thue-phong-tro-day-du-noi-that-giuong-tu-ban-ghe-nong-lanh-dieu-hoa-may-giat-intenet-gia-2-5tr-thang.html,phongtro123.com,2026-07-05T15:12:23.913091+00:00,2.5,20.0,Khương Đình,phong_tro,1,0,0,0,1,0,1,1,0,0,4,0.125
"Cho nữ thuê phòng trọ chính chủ tại Phố Chính Kinh, Phường Nhân Chính, Quận Thanh Xuân",2500000,22.0,"Phố Chính Kinh, Phường Thanh Xuân, Hà Nội","Có 1 phòng tầng 3 đủ đồ, giường, tủ, bàn ghế, tủ lạnh, máy giặt nóng lạnh Nấu ăn riêng ngoài ban công thoáng… - 592001",0984100255,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/11/04/248006050-1204669793375717-290164318736378007-n_1636014992.jpg,https://phongtro123.com/cho-nu-thue-phong-tro-chinh-chu-2-pr592001.html,phongtro123.com,2026-07-05T15:12:23.913091+00:00,2.5,22.0,Thanh Xuân,phong_tro,0,0,1,0,0,0,1,1,0,0,3,0.1136363636363636
"Cho thuê phòng trọ đầy đủ tiện nghi, diện tích 25m2, giá rẻ tại Số 2 ngõ 144/2 Quan Nhân, Thanh Xuân, Hà Nội",4200000,25.0,"Số 2 ngõ 144/2 Phố Quan Nhân, Phường Thanh Xuân, Hà Nội","PHÒNG Ở GIÁ RẺ Địa chỉ: Số 2 ngõ 144/2 Quan Nhân,Thanh Xuân,Hà Nội Đầy đủ tiện nghi Gường,điều hòa,nóng… - 591983",0335639606,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/11/04/188367075-3696139637158140-3505715050348171673-n_1635998909.jpg,https://phongtro123.com/cho-thue-phong-tro-gia-re-tai-thanh-xuan-ha-noi-pr591983.html,phongtro123.com,2026-07-05T15:12:23.913091+00:00,4.2,25.0,Thanh Xuân,phong_tro,1,0,0,0,0,0,0,0,0,0,1,0.168
"Phòng trọ full đồ ngã tư sở full đồ có cửa sổ 20m2 tại Ngõ 97 Phố Chính Kinh, Phường Nhân Chính, Quận Thanh Xuân",3200000,20.0,"Ngõ 97 Phố Chính Kinh, Phường Thanh Xuân, Hà Nội","Phòng full đồ 97 Chính Kinh cách mặt đường Nguyễn Trãi 80m, NTS 500m Đầy đủ đồ cơ bản: Điều hòa, nóng… - 591908",0396960963,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/11/02/01_1635866291.jpg,https://phongtro123.com/phong-tro-full-do-nga-tu-so-full-do-co-cua-so-20m2-pr591908.html,phongtro123.com,2026-07-05T15:12:23.913091+00:00,3.2,20.0,Thanh Xuân,phong_tro,1,0,0,0,1,0,0,0,0,0,2,0.16
"Cho Thuê Phòng Trọ Đẹp Mặt Phố Bùi Xương Trạch. Liên hệ cô Loan: 0989812516, miễn trung gian.",2500000,25.0,"Đường Bùi Xương Trạch, Phường Khương Đình, Hà Nội","Cho thuê phòng ở đẹp. an toàn, tại tầng 3 nhà mặt phố Bùi Xương Trạch Diện tích 25m2, đầy đủ giường tủ, bàn,… - 591801",0989812516,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/11/01/2_1635732450.jpg,https://phongtro123.com/cho-thue-phong-tro-dep-mat-pho-bui-xuong-trach-pr591801.html,phongtro123.com,2026-07-05T15:12:23.913091+00:00,2.5,25.0,Khương Đình,phong_tro,0,0,0,0,0,0,0,0,0,0,0,0.1
"Phòng 18m2, đủ điều hòa, nóng lạnh, đối diện hồ Đầm hồng, cạnh ngã tư sở chỉ 2.1 triệu",2100000,18.0,"số 39 đường Đầm hồng ngõ 93 Hoàng Văn Thái Đường Hoàng Văn Thái, Phường Phương Liệt, Hà Nội","Cho thuê phòng 18m2, cửa sổ thông thoáng Địa chỉ: số nhà 39, Hồ Đầm Hồng ngõ 93 Hoàng Văn Thái, Thanh Xuân Nhà… - 591705",0374720699,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/10/29/z2448213414952-d16160d7d2ad2b3e101e674eb2fbdf9d_1635478904.jpg,https://phongtro123.com/phong-18m2-du-dieu-hoa-nong-lanh-doi-dien-ho-dam-hong-canh-nga-tu-so-chi-2-1-trieu-pr591705.html,phongtro123.com,2026-07-05T15:12:23.913091+00:00,2.1,18.0,Phương Liệt,phong_tro,1,0,0,0,0,0,0,1,0,0,2,0.1166666666666666
Siêu phẩm CCMN mới tinh- phòng đơn- phòng 1khách 1ngủ đủ cả đồ sịn- Cùng nhau bóc tem thôi!,3600000,30.0,"Đường Kim Giang, Phường Khương Đình, Hà Nội",HÃY LÀ NGƯỜI ĐẦU TIÊN TRẢI NGHIỆM CẢM GIÁC “BÓC TEM” loạt phòng Cao Cấp- Phòng nào cũng có ban công-1 Khách 1… - 591424,0982037480,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/10/23/b576b245-3121-4765-8843-17356b4353e9_1634927001.jpg,https://phongtro123.com/sieu-pham-ccmn-moi-tinh-phong-don-phong-1khach-1ngu-du-ca-do-sin-cung-nhau-boc-tem-thoi-pr591424.html,phongtro123.com,2026-07-05T15:12:23.913091+00:00,3.6,30.0,Khương Đình,can_ho_mini,0,0,1,0,0,0,0,0,0,0,1,0.12
"Cho Thuê Tại Phùng Khoang 30m2 Đủ Đồ, Điện Giá Dân Giá Chỉ 2,7tr",2700000,30.0,"Phường Thanh Xuân, Hà Nội",Cho Thuê Phòng Tại Phùng Khoang- Nguyễn Trãi phòng mới tinh sạch sẽ. ----------------------------------------- Thiết kế… - 585670,0983549191,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/04/17/87153094-1797469590388126-8146784839970848768-o_1618626005.jpg,https://phongtro123.com/cho-thue-tai-phung-khoang-30m2-du-do-dien-gia-dan-gia-chi-2-7tr-pr585670.html,phongtro123.com,2026-07-05T15:12:23.914091+00:00,2.7,30.0,Thanh Xuân,phong_tro,0,0,0,0,0,0,0,0,0,0,0,0.09
Cho Thuê Phòng Trọ Chính Chủ tại Bùi Xương Trạch,2500000,25.0,"169 Đường Bùi Xương Trạch, Phường Khương Đình, Hà Nội","Cho thuê phòng ở đẹp. an toàn, tại tầng 3 nhà mặt phố Bùi Xương Trạch Diện tích 25m2, đầy đủ giường tủ, bàn,… - 591310",0974932902,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/10/20/96292d95-2d66-4f6e-b841-d5fe28bf7e45_1634718759.jpg,https://phongtro123.com/cho-thue-phong-tro-chinh-chu-tai-bui-xuong-trach-pr591310.html,phongtro123.com,2026-07-05T15:12:23.914091+00:00,2.5,25.0,Khương Đình,phong_tro,0,0,0,0,0,0,0,0,0,0,0,0.1
Phòng gác xép gần Ngã Tư Sở phố Chính Kinh 20m2 giá thuê 2tr8/tháng,2800000,20.0,"Ngõ 97 Phố Chính Kinh, Phường Thanh Xuân, Hà Nội",Nhà 1D ngõ 97 Chính Kinh - Gần Ngã Tư Sở mình còn 1p duy nhất đầy đủ đồ cơ bản Giá 2tr8/tháng Trang bị đầy… - 591136,0396960963,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/10/17/0_1634441376.jpg,https://phongtro123.com/phong-gac-xep-gan-nga-tu-so-pho-chinh-kinh-20m2-pr591136.html,phongtro123.com,2026-07-05T15:12:23.914091+00:00,2.8,20.0,Thanh Xuân,phong_tro,0,0,0,0,0,1,0,0,0,0,1,0.1399999999999999
Phòng đầy đủ ngõ 190 Nguyễn Trãi giá sinh viên ở không cần CỌC,4000000,25.0,"Đường Nguyễn Trãi, Phường Thanh Xuân, Hà Nội","Ở KHÔNG CẦN CỌC Phòng FULL đồ ở ngõ 190 Nguyễn Trãi gần Royal City - Ngã Tư Sở Gần các trường đại học KHTN,… - 591049",0396960963,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/10/15/z2560185231411-073e6aca1716576900f177c41fce991a_1634271351.jpg,https://phongtro123.com/phong-day-du-ngo-190-nguyen-trai-gia-sinh-vien-o-khong-can-coc-pr591049.html,phongtro123.com,2026-07-05T15:12:23.914091+00:00,4.0,25.0,Thanh Xuân,phong_tro,0,0,0,0,1,0,0,0,0,0,1,0.16
"Nguyễn Tuân cho thuê phòng trọ. Giá 2 triệu-3 triệu,có fix cho ai ở lâu dài. Chi tiết lh: 0984688556 gặp Chí",2000000,20.0,"Đường Nguyễn Tuân, Phường Thanh Xuân, Hà Nội","Mình còn 3 phòng cho thuê.phòng sạch sẽ đầy đủ giường tủ,điều hòa,máy giặt sân phơi quần áo,phòng vệ sinh 2… - 590977",0984688556,https://phongtro123.com/images/thumb_default.svg,https://phongtro123.com/nguyen-tuan-cho-thue-phong-tro-pr590977.html,phongtro123.com,2026-07-05T15:12:23.914091+00:00,2.0,20.0,Thanh Xuân,phong_tro,1,0,0,0,0,0,1,0,0,0,2,0.1
"CHO THUÊ PHÒNG GẦN KHƯƠNG TRUNG, GẦN HOÀNG VĂN THÁI, 20M, CÓ NÓNG LẠNH, CÓ BAN CÔNG.LH 086826726",2000000,20.0,"31 Đường Tân Hồng, Phường Khương Đình, Hà Nội","Chính chủ cho thuê phòng trọ 31 tân hồng, Khương Trung, Thanh Xuân. Gần Ngã tư sở gần nhiều trường Đại Học Ưu… - 315559",0868267026,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/10/12/244420481-560872695241580-964635951310649381-n_1634027686.jpg,https://phongtro123.com/cho-thue-phong-gan-khuog-trung-gan-hoang-van-thai-30m-co-nong-lanh-co-ban-cong-lh-086826726-pr315559.html,phongtro123.com,2026-07-05T15:12:23.914091+00:00,2.0,20.0,Khương Đình,phong_tro,0,0,1,0,0,0,0,1,0,0,2,0.1
Phòng VIP full đồ ngõ 190 Nguyễn Trãi có gác xép,4000000,25.0,"Ngõ 190 Đường Nguyễn Trãi, Phường Khương Đình, Hà Nội",[Hỗ trợ giảm giá lên đến 1tr6] ở không cần cọc Phòng FULL đồ ở ngõ 190 Nguyễn Trãi gần Royal City - Ngã Tư… - 590237,0396960963,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/09/18/00_1631948789.jpg,https://phongtro123.com/phong-vip-full-do-ngo-190-nguyen-trai-co-gac-xep-pr590237.html,phongtro123.com,2026-07-05T15:12:23.914091+00:00,4.0,25.0,Khương Đình,phong_tro,0,0,0,0,1,1,0,0,0,0,2,0.16
"CCMN Ngã Tư Sở mới xây, đầy đủ đồ, siêu đẹp còn 3 phòng trống từ 3tr2, 3tr4 và 3tr5/tháng",3200000,25.0,"Số nhà 7A, ngõ 213/29/17 Đường Giáp Nhất, Phường Thanh Xuân, Hà Nội","Hiện tại mình TRỐNG 3 phòng: 3TR2 - 3TR4 - 3TR5 . Điều hoà, Nóng lạnh, Giường tủ quần áo, có gác xép,máy giặt chung,… - 590469",0914855299,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/10/01/0c46e068-67cf-42ef-9115-813cb18d2291_1633103971.jpg,https://phongtro123.com/ccmn-nga-4-so-moi-xay-du-do-sieu-dep-4-pr590469.html,phongtro123.com,2026-07-05T15:12:25.997439+00:00,3.2,25.0,Thanh Xuân,can_ho_mini,1,0,0,0,0,1,1,1,0,0,4,0.128
CCMN 1n1k full đồ khép kín ở 111 triều khúc chính chủ cho thuê,5000000,45.0,"111 Đường Triều Khúc, Phường Thanh Xuân, Hà Nội","Gần các trường ĐH Thăng Long, ĐH Công nghệ GTVT, Chung cư Ecogreen Nguyễn Xiển CHÍNH CHỦ CHO THUÊ - Xem phòng không mất… - 590294",0829040088,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/09/24/z2417934842661-ffd8a10b4fb1117af5598cefe35a273f-copy_1632475845.jpg,https://phongtro123.com/ccmn-1n1k-full-do-khep-kin-o-111-trieu-khuc-chinh-chu-cho-thue-pr590294.html,phongtro123.com,2026-07-05T15:12:25.997439+00:00,5.0,45.0,Thanh Xuân,can_ho_mini,0,1,0,0,1,0,0,0,0,0,2,0.1111111111111111
"Cho thuê phòng trong chung cư mini 6 tầng tiện ích đầy đủ tại Số 50 ngõ 53 Phố Quan Nhân, Quận Thanh Xuân",3500000,22.0,"Số 50 ngõ 53 Phố Quan Nhân, Phường Thanh Xuân, Hà Nội","Còn vài phòng cho thuê tại ngõ 53 Quan Nhân. - Phòng thoáng mát có ban công riêng, không đi chung chủ, khoá vân tay - full… - 589859",0846248333,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/07/19/212845505-3875266289250145-2753007370823055084-n_1626664677.jpg,https://phongtro123.com/cho-thue-phong-trong-chung-cu-mini-6-tang-tien-ich-day-du-pr589859.html,phongtro123.com,2026-07-05T15:12:25.997439+00:00,3.5,22.0,Thanh Xuân,can_ho_mini,0,0,1,0,0,0,0,0,0,0,1,0.1590909090909091
"Phòng trọ Số 5 ngõ 128 Vũ Trọng Phụng- Thanh Xuân. Đầy đủ nội thất chung, nội thất phòng",4800000,35.0,"5 Đường Vũ Trọng Phụng, Phường Thanh Xuân, Hà Nội",Điện: 4.0k/số Nước: 100k/ng Mạng 50k trên người Nội thất chung đầy đủ Nội thất phòng đầy đủ Giá… - 589775,0917189905,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/07/14/z2336875101029-61fff55b5cad5cb5f39eb1a7b04a1a73_1626270224.jpg,https://phongtro123.com/phong-tro-so-5-ngo-128-vu-trong-phung-thanh-xuan-day-du-noi-that-chung-noi-that-phong-pr589775.html,phongtro123.com,2026-07-05T15:12:25.997439+00:00,4.8,35.0,Thanh Xuân,phong_tro,0,0,0,0,1,0,0,0,1,0,2,0.1371428571428571
"CHÍNH CHỦ CHO THUÊ PHÒNG ĐỦ ĐỔ KHÉP KÍN, Ô TÔ ĐỖ CỬA 2.6TR",2500000,18.0,"126a/509 Phố Vũ Tông Phan, Phường Khương Đình, Hà Nội","Phòng khép kín đủ đồ giá 2,6tr Mình có phòng vệ sinh khép kín có đủ đồ: điều hòa, nóng lạnh, giường, máy… - 586311",0978990985,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/04/24/z2452225430981-19befb3be779923d996c816b5feb27c9_1619250116.jpg,https://phongtro123.com/chinh-chu-cho-thue-phong-du-do-khep-kin-o-to-do-cua-2-6tr-pr586311.html,phongtro123.com,2026-07-05T15:12:25.997439+00:00,2.5,18.0,Khương Đình,phong_tro,1,1,0,0,0,0,0,1,0,0,3,0.1388888888888889
"CHÍNH CHỦ CHO THUÊ CHUNG CƯ MINI KHÉP KÍN ĐỦ ĐỒ, THANG MÁY 3.9tr",3900000,30.0,"Số 2c ngõ 583 Phố Vũ Tông Phan, Phường Khương Đình, Hà Nội","CÒN 1 PHÒNG TRONG NHÀ 7 TẦNG THANG MÁY GIÁ 3.9tr CCMN 30m2 full đồ, thang máy, mặt ngõ 2 ô tô đỗ số 2c ngõ 583 Vũ Tông… - 304895",0978990985,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/04/09/z2296996015209-2b37d8c5356f5eb01b2754c37f57ae87_1617956400.jpg,https://phongtro123.com/chinh-chu-cho-thue-chung-cu-mini-khep-kin-du-do-thang-may-nga-tu-so-pr304895.html,phongtro123.com,2026-07-05T15:12:25.997439+00:00,3.9,30.0,Khương Đình,can_ho_mini,0,1,0,1,1,0,0,0,0,1,4,0.13
CHO THUÊ PHÒNG CCMN 45M2 1KHÁCH BẾP+ 1 NGỦ NGAY NGÃ TƯ SỞ 4.3TR,4200000,45.0,"16/183 Đường Hoàng Văn Thái, Phường Khương Đình, Hà Nội","Mình có 1 Phòng CCMN 45m2 bếp riêng, ngủ riêng full đồ, đẹp tiện nghi ( video và hình thật của phòng). Đầy đủ… - 586310",0978990985,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/04/24/124750b77dd98587dcc8_1619249027.jpg,https://phongtro123.com/cho-thue-phong-ccmn-30m2-1khach-bep-1-ngu-ngay-nga-tu-so-3-6tr-pr586310.html,phongtro123.com,2026-07-05T15:12:25.997439+00:00,4.2,45.0,Khương Đình,can_ho_mini,0,0,0,0,1,0,0,0,0,0,1,0.0933333333333333
"Cho thuê phòng ban công, View đẹp, nội thất đầy đủ tại ngã tư sở chỉ từ 2.1 triệu/tháng",2400000,30.0,"39 ngõ 93 Đường Hoàng Văn Thái, Phường Phương Liệt, Hà Nội","Hiện tại còn 2 phòng cho thuê tại số số 39 đường Đầm Hồng ngõ 93 Hoàng Văn Thái cạnh ngã tư sở, Lê Trọng… - 289953",0374720699,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2019/10/22/2fbabd4e427aa424fd6b_1571716045.jpg,https://phongtro123.com/tinh-thanh/ha-noi/cho-thue-phong-ban-cong-view-depnoi-that-day-du-tai-nga-tu-so-gia-chi-tu-24-trieu-thang.html,phongtro123.com,2026-07-05T15:12:25.997439+00:00,2.4,30.0,Phương Liệt,phong_tro,0,0,1,0,1,0,0,0,0,0,2,0.08
"Phòng trọ an toàn tại ngõ 262 Khương Đình, Hạ Đình, Thanh Xuân",2200000,17.0,"262 Đường Khương Đình, Phường Khương Đình, Hà Nội","Địa chỉ: Trong ngõ 262 Khương Đình, Hạ Đình, Thanh Xuân, Hà Nội SĐT liên hệ: 098.410.4721 (Chú Tuyên - chính chủ)** -… - 589387",0934623810,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2021/06/29/1_1624968836.jpg,https://phongtro123.com/phong-tro-an-toan-khuong-dinh-thanh-xuan-pr589387.html,phongtro123.com,2026-07-05T15:12:25.997439+00:00,2.2,17.0,Khương Đình,phong_tro,0,0,0,0,0,0,0,0,0,0,0,0.1294117647058823
